game	point	period	clk_before	clk_after	pull_team	n_poss	scor_team	h_or_b	bosWC	nykRM	seaRM	sfoDF	pdxST	vanNH	phlSP	wdcCT
2014-04-19_bosWC-at-wdcCT	27	3	5:09:00	1:28:00	wdcCT	3	bosWC	hold	14	NA	NA	NA	NA	NA	NA	12
2014-04-19_bosWC-at-wdcCT	28	3	1:28:00	1:03:00	bosWC	1	wdcCT	hold	14	NA	NA	NA	NA	NA	NA	13
2014-04-19_bosWC-at-wdcCT	29	3	1:03:00	0:34:00	wdcCT	1	bosWC	hold	15	NA	NA	NA	NA	NA	NA	13
2014-04-19_bosWC-at-wdcCT	30	3	0:34:00	0:00:00	bosWC	NA	NA	NA	15	NA	NA	NA	NA	NA	NA	13
2014-04-19_bosWC-at-wdcCT	31	4	10:00:00	7:21:00	bosWC	5	wdcCT	hold	15	NA	NA	NA	NA	NA	NA	14
2014-04-19_bosWC-at-wdcCT	32	4	7:21:00	4:03:00	wdcCT	3	bosWC	hold	16	NA	NA	NA	NA	NA	NA	14
2014-04-19_bosWC-at-wdcCT	33	4	4:03:00	3:40:00	bosWC	1	wdcCT	hold	16	NA	NA	NA	NA	NA	NA	15
2014-04-19_bosWC-at-wdcCT	34	4	3:40:00	2:32:00	wdcCT	2	wdcCT	break	16	NA	NA	NA	NA	NA	NA	16
2014-04-19_bosWC-at-wdcCT	35	4	2:32:00	1:20:00	wdcCT	2	wdcCT	break	16	NA	NA	NA	NA	NA	NA	17
2014-04-19_bosWC-at-wdcCT	36	4	1:20:00	0:29:00	wdcCT	1	bosWC	hold	17	NA	NA	NA	NA	NA	NA	17
2014-04-19_bosWC-at-wdcCT	37	4	0:29:00	0:00:00	bosWC	1	wdcCT	hold	17	NA	NA	NA	NA	NA	NA	18
2014-04-19_phlSP-at-nykRM	1	1	10:00:00	9:18:00	nykRM	3	phlSP	hold	NA	0	NA	NA	NA	NA	1	NA
2014-04-19_phlSP-at-nykRM	2	1	9:18:00	8:48:00	phlSP	1	nykRM	hold	NA	1	NA	NA	NA	NA	1	NA
2014-04-19_phlSP-at-nykRM	3	1	8:48:00	8:18:00	nykRM	1	phlSP	hold	NA	1	NA	NA	NA	NA	2	NA
2014-04-19_phlSP-at-nykRM	4	1	8:18:00	7:35:00	phlSP	1	nykRM	hold	NA	2	NA	NA	NA	NA	2	NA
2014-04-19_phlSP-at-nykRM	5	1	7:35:00	7:04:00	nykRM	1	phlSP	hold	NA	2	NA	NA	NA	NA	3	NA
2014-04-19_phlSP-at-nykRM	6	1	7:04:00	6:33:00	phlSP	1	nykRM	hold	NA	3	NA	NA	NA	NA	3	NA
2014-04-19_phlSP-at-nykRM	7	1	6:33:00	4:45:00	nykRM	4	nykRM	break	NA	4	NA	NA	NA	NA	3	NA
2014-04-19_phlSP-at-nykRM	8	1	4:45:00	0:56:01	nykRM	7	phlSP	hold	NA	4	NA	NA	NA	NA	4	NA
2014-04-19_phlSP-at-nykRM	9	1	0:56:01	0:33:00	phlSP	1	nykRM	hold	NA	5	NA	NA	NA	NA	4	NA
2014-04-19_phlSP-at-nykRM	10	1	0:33:00	0:00:00	nykRM	2	nykRM	break	NA	6	NA	NA	NA	NA	4	NA
2014-04-19_phlSP-at-nykRM	11	2	10:00:00	9:38:00	nykRM	2	nykRM	break	NA	7	NA	NA	NA	NA	4	NA
2014-04-19_phlSP-at-nykRM	12	2	9:38:00	8:29:00	nykRM	2	nykRM	break	NA	8	NA	NA	NA	NA	4	NA
2014-04-19_phlSP-at-nykRM	13	2	8:29:00	7:09:00	nykRM	3	phlSP	hold	NA	8	NA	NA	NA	NA	5	NA
2014-04-19_phlSP-at-nykRM	14	2	7:09:00	6:01:00	phlSP	1	nykRM	hold	NA	9	NA	NA	NA	NA	5	NA
2014-04-19_phlSP-at-nykRM	15	2	6:01:00	4:45:00	nykRM	3	phlSP	hold	NA	9	NA	NA	NA	NA	6	NA
2014-04-19_phlSP-at-nykRM	16	2	4:45:00	3:29:00	phlSP	2	phlSP	break	NA	9	NA	NA	NA	NA	7	NA
2014-04-19_phlSP-at-nykRM	17	2	3:29:00	2:52:00	phlSP	1	nykRM	hold	NA	10	NA	NA	NA	NA	7	NA
2014-04-19_phlSP-at-nykRM	18	2	2:52:00	2:22:00	nykRM	1	phlSP	hold	NA	10	NA	NA	NA	NA	8	NA
2014-04-19_phlSP-at-nykRM	19	2	2:22:00	0:50:03	phlSP	3	nykRM	hold	NA	11	NA	NA	NA	NA	8	NA
2014-04-19_phlSP-at-nykRM	20	2	0:53:03	0:10:07	nykRM	1	phlSP	hold	NA	11	NA	NA	NA	NA	9	NA
2014-04-19_phlSP-at-nykRM	21	2	0:10:07	0:00:00	phlSP	NA	NA	NA	NA	11	NA	NA	NA	NA	9	NA
2014-04-19_phlSP-at-nykRM	22	3	10:00:00	9:38:00	phlSP	1	nykRM	hold	NA	12	NA	NA	NA	NA	9	NA
2014-04-19_phlSP-at-nykRM	23	3	9:38:00	8:51:00	nykRM	2	nykRM	break	NA	13	NA	NA	NA	NA	9	NA
2014-04-19_phlSP-at-nykRM	24	3	8:51:00	6:20:00	nykRM	3	phlSP	hold	NA	13	NA	NA	NA	NA	10	NA
2014-04-19_phlSP-at-nykRM	25	3	6:20:00	6:01:00	phlSP	1	nykRM	hold	NA	14	NA	NA	NA	NA	10	NA
2014-04-19_phlSP-at-nykRM	26	3	6:01:00	5:08:00	nykRM	3	phlSP	hold	NA	14	NA	NA	NA	NA	11	NA
2014-04-19_phlSP-at-nykRM	27	3	5:08:00	4:12:00	phlSP	1	nykRM	hold	NA	15	NA	NA	NA	NA	11	NA
2014-04-19_phlSP-at-nykRM	28	3	4:12:00	3:44:00	nykRM	2	nykRM	break	NA	16	NA	NA	NA	NA	11	NA
2014-04-19_phlSP-at-nykRM	29	3	3:44:00	3:31:00	nykRM	1	phlSP	hold	NA	16	NA	NA	NA	NA	12	NA
2014-04-19_phlSP-at-nykRM	30	3	3:31:00	2:57:00	phlSP	1	nykRM	hold	NA	17	NA	NA	NA	NA	12	NA
2014-04-19_phlSP-at-nykRM	31	3	2:57:00	2:09:00	nykRM	1	phlSP	hold	NA	17	NA	NA	NA	NA	13	NA
2014-04-19_phlSP-at-nykRM	32	3	2:09:00	1:01:00	phlSP	2	phlSP	break	NA	17	NA	NA	NA	NA	14	NA
2014-04-19_phlSP-at-nykRM	33	3	1:01:00	0:09:04	phlSP	2	phlSP	break	NA	17	NA	NA	NA	NA	15	NA
2014-04-19_phlSP-at-nykRM	34	3	0:09:04	0:00:00	phlSP	NA	NA	NA	NA	17	NA	NA	NA	NA	15	NA
2014-04-19_phlSP-at-nykRM	35	4	10:00:00	7:05:00	nykRM	5	phlSP	hold	NA	17	NA	NA	NA	NA	16	NA
2014-04-19_phlSP-at-nykRM	36	4	7:05:00	6:46:00	phlSP	2	phlSP	break	NA	17	NA	NA	NA	NA	17	NA
2014-04-19_phlSP-at-nykRM	37	4	6:46:00	5:05:00	phlSP	3	nykRM	hold	NA	18	NA	NA	NA	NA	17	NA
2014-04-19_phlSP-at-nykRM	38	4	5:05:00	3:57:00	nykRM	5	phlSP	hold	NA	18	NA	NA	NA	NA	18	NA
2014-04-19_phlSP-at-nykRM	39	4	3:57:00	3:31:00	phlSP	1	nykRM	hold	NA	19	NA	NA	NA	NA	18	NA
2014-04-19_phlSP-at-nykRM	40	4	3:31:00	2:41:00	nykRM	2	nykRM	break	NA	20	NA	NA	NA	NA	18	NA
2014-04-19_phlSP-at-nykRM	41	4	2:41:00	2:13:00	nykRM	1	phlSP	hold	NA	20	NA	NA	NA	NA	19	NA
2014-04-19_phlSP-at-nykRM	42	4	2:13:00	1:28:00	phlSP	1	nykRM	hold	NA	21	NA	NA	NA	NA	19	NA
2014-04-19_phlSP-at-nykRM	43	4	1:28:00	0:50:07	nykRM	1	phlSP	hold	NA	21	NA	NA	NA	NA	20	NA
2014-04-19_phlSP-at-nykRM	44	4	0:50:07	0:03:09	phlSP	2	phlSP	break	NA	21	NA	NA	NA	NA	21	NA
2014-04-19_phlSP-at-nykRM	45	4	0:03:09	0:00:00	phlSP	NA	NA	NA	NA	21	NA	NA	NA	NA	21	NA
2014-04-19_phlSP-at-nykRM	46	OT	5:00:00	4:41:00	nykRM	1	phlSP	hold	NA	21	NA	NA	NA	NA	22	NA
2014-04-19_phlSP-at-nykRM	47	OT	4:41:00	3:00:00	phlSP	3	nykRM	hold	NA	22	NA	NA	NA	NA	22	NA
2014-04-19_phlSP-at-nykRM	48	OT	3:00:00	1:15:00	nykRM	6	nykRM	break	NA	23	NA	NA	NA	NA	22	NA
2014-04-19_phlSP-at-nykRM	49	OT	1:15:00	0:00:00	nykRM	3	phlSP	hold	NA	23	NA	NA	NA	NA	23	NA
2014-04-19_phlSP-at-nykRM	50	2OT	0:00:00	0:00:00	phlSP	3	nykRM	hold	NA	24	NA	NA	NA	NA	23	NA
2014-04-19_sfoDF-at-seaRM	1	1	10:00:00	9:06:00	sfoDF	1	seaRM	hold	NA	NA	1	0	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	2	1	9:06:00	8:37:00	seaRM	1	sfoDF	hold	NA	NA	1	1	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	3	1	8:37:00	7:42:00	sfoDF	1	seaRM	hold	NA	NA	2	1	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	4	1	7:42:00	5:15:00	seaRM	4	seaRM	break	NA	NA	3	1	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	5	1	5:15:00	3:15:00	seaRM	5	sfoDF	hold	NA	NA	3	2	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	6	1	3:15:00	2:57:00	sfoDF	1	seaRM	hold	NA	NA	4	2	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	7	1	2:57:00	2:14:00	seaRM	3	sfoDF	hold	NA	NA	4	3	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	8	1	2:14:00	0:00:00	sfoDF	NA	NA	NA	NA	NA	4	3	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	9	2	10:00:00	9:37:00	sfoDF	1	seaRM	hold	NA	NA	5	3	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	10	2	9:37:00	8:23:00	seaRM	5	sfoDF	hold	NA	NA	5	4	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	11	2	8:23:00	7:31:00	sfoDF	1	seaRM	hold	NA	NA	6	4	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	12	2	7:31:00	7:00:00	seaRM	1	sfoDF	hold	NA	NA	6	5	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	13	2	7:00:00	6:37:00	sfoDF	1	seaRM	hold	NA	NA	7	5	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	14	2	6:37:00	6:03:00	seaRM	2	seaRM	break	NA	NA	8	5	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	15	2	6:03:00	4:25:00	seaRM	3	sfoDF	hold	NA	NA	8	6	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	16	2	4:25:00	3:59:00	sfoDF	1	seaRM	hold	NA	NA	9	6	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	17	2	3:59:00	3:27:00	seaRM	1	sfoDF	hold	NA	NA	9	7	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	18	2	3:27:00	3:01:00	sfoDF	2	sfoDF	break	NA	NA	9	8	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	19	2	3:01:00	2:40:00	sfoDF	1	seaRM	hold	NA	NA	10	8	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	20	2	2:40:00	0:41:00	seaRM	4	seaRM	break	NA	NA	11	8	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	21	2	0:41:00	0:17:00	seaRM	1	sfoDF	hold	NA	NA	11	9	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	22	2	0:17:00	0:00:00	sfoDF	NA	NA	NA	NA	NA	11	9	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	23	3	10:00:00	9:01:00	seaRM	2	seaRM	break	NA	NA	12	9	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	24	3	9:01:00	8:38:00	seaRM	1	sfoDF	hold	NA	NA	12	10	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	25	3	8:38:00	8:20:00	sfoDF	1	seaRM	hold	NA	NA	13	10	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	26	3	8:20:00	7:09:00	seaRM	3	sfoDF	hold	NA	NA	13	11	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	27	3	7:09:00	6:36:00	sfoDF	1	seaRM	hold	NA	NA	14	11	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	28	3	6:36:00	4:47:00	seaRM	4	seaRM	break	NA	NA	15	11	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	29	3	4:47:00	4:09:00	seaRM	1	sfoDF	hold	NA	NA	15	12	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	30	3	4:09:00	3:46:00	sfoDF	1	seaRM	hold	NA	NA	16	12	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	31	3	3:46:00	0:00:00	seaRM	NA	NA	NA	NA	NA	16	12	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	32	4	10:00:00	9:05:00	seaRM	1	sfoDF	hold	NA	NA	16	13	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	33	4	9:05:00	7:14:00	sfoDF	3	seaRM	hold	NA	NA	17	13	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	34	4	7:14:00	6:22:00	seaRM	1	sfoDF	hold	NA	NA	17	14	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	35	4	6:22:00	5:55:00	sfoDF	2	sfoDF	break	NA	NA	17	15	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	36	4	5:55:00	4:24:00	sfoDF	4	sfoDF	break	NA	NA	17	16	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	37	4	4:24:00	3:37:00	sfoDF	1	seaRM	hold	NA	NA	18	16	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	38	4	3:37:00	3:00:00	seaRM	2	seaRM	break	NA	NA	19	16	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	39	4	3:00:00	2:28:00	seaRM	1	sfoDF	hold	NA	NA	19	17	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	40	4	2:28:00	0:49:00	sfoDF	4	sfoDF	break	NA	NA	19	18	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	41	4	0:49:00	0:06:00	sfoDF	2	sfoDF	break	NA	NA	19	19	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	42	4	0:06:00	0:00:00	sfoDF	NA	NA	NA	NA	NA	19	19	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	43	5	5:00:00	2:30:00	sfoDF	5	seaRM	hold	NA	NA	20	19	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	44	5	2:30:00	2:13:00	seaRM	2	seaRM	break	NA	NA	21	19	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	45	5	2:13:00	0:08:00	seaRM	5	sfoDF	hold	NA	NA	21	20	NA	NA	NA	NA
2014-04-19_sfoDF-at-seaRM	46	5	0:08:00	0:00:00	sfoDF	NA	NA	NA	NA	NA	21	20	NA	NA	NA	NA
2014-04-20_sfoDF-at-vanNH	1	1	10:00:00	8:22:00	vanNH	4	vanNH	break	NA	NA	NA	0	NA	1	NA	NA
2014-04-20_sfoDF-at-vanNH	2	1	8:22:00	8:09:00	vanNH	1	sfoDF	hold	NA	NA	NA	1	NA	1	NA	NA
2014-04-20_sfoDF-at-vanNH	3	1	8:09:00	7:10:00	sfoDF	3	vanNH	hold	NA	NA	NA	1	NA	2	NA	NA
2014-04-20_sfoDF-at-vanNH	4	1	7:10:00	5:05:00	vanNH	8	vanNH	break	NA	NA	NA	1	NA	3	NA	NA
2014-04-20_sfoDF-at-vanNH	5	1	5:05:00	4:08:00	vanNH	2	vanNH	break	NA	NA	NA	1	NA	4	NA	NA
2014-04-20_sfoDF-at-vanNH	6	1	4:08:00	3:24:00	vanNH	1	sfoDF	hold	NA	NA	NA	2	NA	4	NA	NA
2014-04-20_sfoDF-at-vanNH	7	1	3:24:00	1:43:00	sfoDF	4	sfoDF	break	NA	NA	NA	3	NA	4	NA	NA
2014-04-20_sfoDF-at-vanNH	8	1	1:43:00	0:11:00	sfoDF	3	vanNH	hold	NA	NA	NA	3	NA	5	NA	NA
2014-04-20_sfoDF-at-vanNH	9	1	0:11:00	0:00:00	vanNH	NA	NA	NA	NA	NA	NA	3	NA	5	NA	NA
2014-04-20_sfoDF-at-vanNH	10	2	10:00:00	9:23:00	sfoDF	3	vanNH	hold	NA	NA	NA	3	NA	6	NA	NA
2014-04-20_sfoDF-at-vanNH	11	2	9:23:00	8:07:00	vanNH	2	vanNH	break	NA	NA	NA	3	NA	7	NA	NA
2014-04-20_sfoDF-at-vanNH	12	2	8:07:00	4:40:00	vanNH	4	vanNH	break	NA	NA	NA	3	NA	8	NA	NA
2014-04-20_sfoDF-at-vanNH	13	2	4:40:00	2:56:00	vanNH	2	vanNH	break	NA	NA	NA	3	NA	9	NA	NA
2014-04-20_sfoDF-at-vanNH	14	2	2:56:00	1:21:00	vanNH	4	vanNH	break	NA	NA	NA	3	NA	10	NA	NA
2014-04-20_sfoDF-at-vanNH	15	2	1:21:00	1:06:00	vanNH	1	sfoDF	hold	NA	NA	NA	4	NA	10	NA	NA
2014-04-20_sfoDF-at-vanNH	16	2	1:06:00	0:25:00	sfoDF	1	vanNH	hold	NA	NA	NA	4	NA	11	NA	NA
2014-04-20_sfoDF-at-vanNH	17	2	0:25:00	0:00:00	vanNH	NA	NA	NA	NA	NA	NA	4	NA	11	NA	NA
2014-04-20_sfoDF-at-vanNH	18	3	10:00:00	9:28:00	vanNH	2	vanNH	break	NA	NA	NA	4	NA	12	NA	NA
2014-04-20_sfoDF-at-vanNH	19	3	9:28:00	8:44:00	vanNH	3	sfoDF	hold	NA	NA	NA	5	NA	12	NA	NA
2014-04-20_sfoDF-at-vanNH	20	3	8:44:00	8:20:00	sfoDF	1	vanNH	hold	NA	NA	NA	5	NA	13	NA	NA
2014-04-20_sfoDF-at-vanNH	21	3	8:20:00	6:53:00	vanNH	3	sfoDF	hold	NA	NA	NA	6	NA	13	NA	NA
2014-04-20_sfoDF-at-vanNH	22	3	6:53:00	5:01:00	sfoDF	5	vanNH	hold	NA	NA	NA	6	NA	14	NA	NA
2014-04-20_sfoDF-at-vanNH	23	3	5:01:00	4:26:00	vanNH	1	sfoDF	hold	NA	NA	NA	7	NA	14	NA	NA
2014-04-20_sfoDF-at-vanNH	24	3	4:26:00	4:03:00	sfoDF	1	vanNH	hold	NA	NA	NA	7	NA	15	NA	NA
2014-04-20_sfoDF-at-vanNH	25	3	4:03:00	3:00:00	vanNH	1	sfoDF	hold	NA	NA	NA	8	NA	15	NA	NA
2014-04-20_sfoDF-at-vanNH	26	3	3:00:00	2:47:00	sfoDF	1	vanNH	hold	NA	NA	NA	8	NA	16	NA	NA
2014-04-20_sfoDF-at-vanNH	27	3	2:47:00	2:22:00	vanNH	2	vanNH	break	NA	NA	NA	8	NA	17	NA	NA
2014-04-20_sfoDF-at-vanNH	28	3	2:22:00	1:47:00	vanNH	2	vanNH	break	NA	NA	NA	8	NA	18	NA	NA
2014-04-20_sfoDF-at-vanNH	29	3	1:47:00	1:15:00	vanNH	1	sfoDF	hold	NA	NA	NA	9	NA	18	NA	NA
2014-04-20_sfoDF-at-vanNH	30	3	1:15:00	0:14:00	sfoDF	4	sfoDF	break	NA	NA	NA	10	NA	18	NA	NA
2014-04-20_sfoDF-at-vanNH	31	3	0:14:00	0:00:00	sfoDF	NA	NA	NA	NA	NA	NA	10	NA	18	NA	NA
2014-04-20_sfoDF-at-vanNH	32	4	10:00:00	9:22:00	sfoDF	1	vanNH	hold	NA	NA	NA	10	NA	19	NA	NA
2014-04-20_sfoDF-at-vanNH	33	4	9:22:00	8:42:00	vanNH	3	sfoDF	hold	NA	NA	NA	11	NA	19	NA	NA
2014-04-20_sfoDF-at-vanNH	34	4	8:42:00	8:08:00	sfoDF	1	vanNH	hold	NA	NA	NA	11	NA	20	NA	NA
2014-04-20_sfoDF-at-vanNH	35	4	8:08:00	6:40:00	vanNH	3	sfoDF	hold	NA	NA	NA	12	NA	20	NA	NA
2014-04-20_sfoDF-at-vanNH	36	4	6:40:00	6:25:00	sfoDF	1	vanNH	hold	NA	NA	NA	12	NA	21	NA	NA
2014-04-20_sfoDF-at-vanNH	37	4	6:25:00	5:50:00	vanNH	1	sfoDF	hold	NA	NA	NA	13	NA	21	NA	NA
2014-04-20_sfoDF-at-vanNH	38	4	5:50:00	5:21:00	sfoDF	1	vanNH	hold	NA	NA	NA	13	NA	22	NA	NA
2014-04-20_sfoDF-at-vanNH	39	4	5:21:00	4:54:00	vanNH	2	vanNH	break	NA	NA	NA	13	NA	23	NA	NA
2014-04-20_sfoDF-at-vanNH	40	4	4:54:00	4:21:00	vanNH	1	sfoDF	hold	NA	NA	NA	14	NA	23	NA	NA
2014-04-20_sfoDF-at-vanNH	41	4	4:21:00	4:07:00	sfoDF	1	vanNH	hold	NA	NA	NA	14	NA	24	NA	NA
2014-04-20_sfoDF-at-vanNH	42	4	4:07:00	2:41:00	vanNH	2	vanNH	break	NA	NA	NA	14	NA	25	NA	NA
2014-04-20_sfoDF-at-vanNH	43	4	2:41:00	1:39:00	vanNH	4	vanNH	break	NA	NA	NA	14	NA	26	NA	NA
2014-04-20_sfoDF-at-vanNH	44	4	1:39:00	1:06:00	vanNH	1	sfoDF	hold	NA	NA	NA	15	NA	26	NA	NA
2014-04-20_sfoDF-at-vanNH	45	4	1:06:00	0:00:00	sfoDF	NA	NA	NA	NA	NA	NA	15	NA	26	NA	NA
2014-04-26_nykRM-at-phlSP	1	1	10:00:00	8:26:00	nykRM	3	phlSP	hold	NA	0	NA	NA	NA	NA	1	NA
2014-04-26_nykRM-at-phlSP	2	1	8:26:00	4:03:00	phlSP	8	phlSP	break	NA	0	NA	NA	NA	NA	2	NA
2014-04-26_nykRM-at-phlSP	3	1	4:03:00	3:02:00	phlSP	2	phlSP	break	NA	0	NA	NA	NA	NA	3	NA
2014-04-26_nykRM-at-phlSP	4	1	3:02:00	2:17:00	phlSP	1	nykRM	hold	NA	1	NA	NA	NA	NA	3	NA
2014-04-26_nykRM-at-phlSP	5	1	2:17:00	0:52:00	nykRM	2	nykRM	break	NA	2	NA	NA	NA	NA	3	NA
2014-04-26_nykRM-at-phlSP	6	1	0:52:00	0:15:00	nykRM	2	nykRM	break	NA	3	NA	NA	NA	NA	3	NA
2014-04-26_nykRM-at-phlSP	7	1	0:15:00	0:00:00	nykRM	NA	NA	NA	NA	3	NA	NA	NA	NA	3	NA
2014-04-26_nykRM-at-phlSP	8	2	10:00:00	9:38:00	phlSP	1	nykRM	hold	NA	4	NA	NA	NA	NA	3	NA
2014-04-26_nykRM-at-phlSP	9	2	9:38:00	8:58:00	nykRM	2	nykRM	break	NA	5	NA	NA	NA	NA	3	NA
2014-04-26_nykRM-at-phlSP	10	2	8:58:00	7:58:00	nykRM	3	phlSP	hold	NA	5	NA	NA	NA	NA	4	NA
2014-04-26_nykRM-at-phlSP	11	2	7:58:00	3:27:00	phlSP	7	nykRM	hold	NA	6	NA	NA	NA	NA	4	NA
2014-04-26_nykRM-at-phlSP	12	2	3:27:00	1:46:00	nykRM	3	phlSP	hold	NA	6	NA	NA	NA	NA	5	NA
2014-04-26_nykRM-at-phlSP	13	2	1:46:00	1:28:00	phlSP	1	nykRM	hold	NA	7	NA	NA	NA	NA	5	NA
2014-04-26_nykRM-at-phlSP	14	2	1:28:00	0:58:00	nykRM	1	phlSP	hold	NA	7	NA	NA	NA	NA	6	NA
2014-04-26_nykRM-at-phlSP	15	2	0:58:00	0:00:00	phlSP	NA	NA	NA	NA	7	NA	NA	NA	NA	6	NA
2014-04-26_nykRM-at-phlSP	16	3	10:00:00	8:29:00	nykRM	3	phlSP	hold	NA	7	NA	NA	NA	NA	7	NA
2014-04-26_nykRM-at-phlSP	17	3	8:29:00	7:15:00	phlSP	2	phlSP	break	NA	7	NA	NA	NA	NA	8	NA
2014-04-26_nykRM-at-phlSP	18	3	7:15:00	6:35:00	phlSP	1	nykRM	hold	NA	8	NA	NA	NA	NA	8	NA
2014-04-26_nykRM-at-phlSP	19	3	6:35:00	4:29:00	nykRM	3	phlSP	hold	NA	8	NA	NA	NA	NA	9	NA
2014-04-26_nykRM-at-phlSP	20	3	4:29:00	1:14:00	phlSP	5	nykRM	hold	NA	9	NA	NA	NA	NA	9	NA
2014-04-26_nykRM-at-phlSP	21	3	1:14:00	0:00:00	nykRM	NA	NA	NA	NA	9	NA	NA	NA	NA	9	NA
2014-04-26_nykRM-at-phlSP	22	4	10:00:00	6:50:00	phlSP	6	phlSP	break	NA	9	NA	NA	NA	NA	10	NA
2014-04-26_nykRM-at-phlSP	23	4	6:50:00	4:58:00	phlSP	3	nykRM	hold	NA	10	NA	NA	NA	NA	10	NA
2014-04-26_nykRM-at-phlSP	24	4	4:58:00	1:53:00	nykRM	4	nykRM	break	NA	11	NA	NA	NA	NA	10	NA
2014-04-26_nykRM-at-phlSP	25	4	1:53:00	1:37:00	nykRM	1	phlSP	hold	NA	11	NA	NA	NA	NA	11	NA
2014-04-26_nykRM-at-phlSP	26	4	1:37:00	0:00:00	phlSP	NA	NA	NA	NA	11	NA	NA	NA	NA	11	NA
2014-04-26_nykRM-at-phlSP	27	ot	5:00:00	4:10:00	nykRM	1	phlSP	hold	NA	11	NA	NA	NA	NA	12	NA
2014-04-26_nykRM-at-phlSP	28	ot	4:10:00	2:00:00	phlSP	7	nykRM	hold	NA	12	NA	NA	NA	NA	12	NA
2014-04-26_nykRM-at-phlSP	29	ot	2:00:00	0:00:00	nykRM	NA	NA	NA	NA	12	NA	NA	NA	NA	12	NA
2014-04-26_nykRM-at-phlSP	30	2ot	0:00:00	0:00:00	phlSP	6	phlSP	break	NA	12	NA	NA	NA	NA	13	NA
2014-04-26_pdxST-at-sfoDF	1	1	10:00:00	8:37:00	sfoDF	4	sfoDF	break	NA	NA	NA	1	0	NA	NA	NA
2014-04-26_pdxST-at-sfoDF	2	1	8:37:00	6:26:00	sfoDF	5	pdxST	hold	NA	NA	NA	1	1	NA	NA	NA
2014-04-26_pdxST-at-sfoDF	3	1	6:26:00	5:45:00	pdxST	3	sfoDF	hold	NA	NA	NA	2	1	NA	NA	NA
2014-04-26_pdxST-at-sfoDF	4	1	5:45:00	3:35:00	sfoDF	4	sfoDF	break	NA	NA	NA	3	1	NA	NA	NA
2014-04-26_pdxST-at-sfoDF	5	1	3:35:00	2:03:00	sfoDF	3	pdxST	hold	NA	NA	NA	3	2	NA	NA	NA
2014-04-26_pdxST-at-sfoDF	6	1	2:03:00	1:35:00	pdxST	2	pdxST	break	NA	NA	NA	3	3	NA	NA	NA
2014-04-26_pdxST-at-sfoDF	7	1	1:35:00	1:11:00	pdxST	1	sfoDF	hold	NA	NA	NA	4	3	NA	NA	NA
2014-04-26_pdxST-at-sfoDF	8	1	1:11:00	0:39:00	sfoDF	1	pdxST	hold	NA	NA	NA	4	4	NA	NA	NA
2014-04-26_pdxST-at-sfoDF	9	1	0:39:00	0:00:00	pdxST	5	sfoDF	hold	NA	NA	NA	5	4	NA	NA	NA
